PR2300007941,01,"Nhà đa năng cụm trường Tiểu học, Trung học cơ sở thị trấn Si Ma Cai, huyện Si Ma Cai","Đảm bảo cơ sở vật chất phục vụ cho nhu cầu việc dạy, học và luyện tập thể dục thể thao của các thầy cô và các em học sinh trong nhà trường, góp phần nâng cao chất lượng giáo dục, đồng thời phát triển mạng lưới trường lớp học theo quy hoạch","Ban Quản lý dự án đầu tư xây dựng huyện Si Ma cai, tỉnh Lào Cai.","[""Chủ tịch UBND huyện Si Ma Cai""]",21,NC,TTQLDA,Không,Huyện Si Ma CaiTỉnh Lào Cai,5700000000,03/QĐ-UBND,2023-02-23T23:59:59,UBND huyện Si Ma Cai,http://localhost:1234/api/download/file/browser/public?fileId=323dc2c0-481d-48bb-b486-10d0fe78546e,"[['PL2300038444', 'Nhà đa năng cụm trường Tiểu học, Trung học cơ sở thị trấn Si Ma Cai, huyện Si Ma Cai', 5700000000]]"
PR2300011700,01,"Cải tạo đường giao thông, rãnh thoát nước thôn Rừng, xã Thanh Trù",0,ỦY BAN NHÂN DÂN xã Thanh Trù,"[""UBND xã Thanh Trù""]",21,NC,TVQLDA,Không,Thành phố Vĩnh YênTỉnh Vĩnh Phúc,2896324000,Số 621/QĐ-UBND,2021-12-04T23:59:59,UBND xã Thanh Trù,http://localhost:1234/api/download/file/browser/public?fileId=9a38d9fd-e67d-4ee6-96f7-37ab17972a24,"[['PL2300038411', 'Kế hoạch lựa chọn nhà thầu dự án: Cải tạo đường giao thông, rãnh thoát nước thôn', 2896324000]]"
PR2300011699,01,Tuyến Đằng Cái đi Dộc Bún xã Vạn Kim,0,Ủy ban nhân dân xã Vạn Kim,"[""UBND huyện Mỹ Đức""]",31,NC,0,Không,,11333352000,Số 364/QĐ-UBND,2023-03-14T23:59:59,UBND huyện Mỹ Đức,http://localhost:1234/api/download/file/browser/public?fileId=ac2d3cb3-c2b6-471b-bbb9-51a28e4e59bc,"[['PL2300038394', 'Kinh phí chuẩn bị đầu tư và kế hoạch lựa chọn nhà thầu giai đoạn chuẩn bị đầu tư công trình: Tuyến Đằng Cái đi Dộc Bún xã Vạn Kim', 11333352000]]"
PR2300011490,01,Nước sinh hoạt trung tâm xã Mường Đăng và các bản lân cận,0,Ban QLDA các công trình huyện Mường Ảng,"[""UBND huyện Mường Ảng""]",21,NC,TTQLDA,Không,Huyện Mường ẢngTỉnh Điện Biên,4464000000,Số 4144/QĐ-UBND ngày 09/11/2022 của UBND huyện Mường Ảng,2022-11-09T23:59:59,UBND huyện Mường Ảng,http://localhost:1234/api/download/file/browser/public?fileId=f36e92a6-ca85-49a2-8832-1fedba1e56c3,"[['PL2300038423', 'kế \nhoạch lựa chọn nhà thầu các gói thầu tƣ vấn thuộc giai đoạn chuẩn bị đầu tƣ xây \ndựng công trình: Nƣớc sinh hoạt trung tâm xã Mƣờng Đăng và các bản lân cận', 4464000000], ['PL2300038428', 'kế hoạch lựa chọn nhà thầu khảo sát xây dựng, giám sát công tác khảo sát xây dựng công trình: \nNước sinh hoạt trung tâm xã Mường Đăng và các bản lân cận', 4464000000]]"
PR2300011691,01,Nhà máy May Vinatex Bồng Sơn - Giai đoạn 2,0,CÔNG TY TNHH MAY VINATEX BỒNG SƠN,"[""CÔNG TY TNHH MAY VINATEX BỒNG SƠN""]",903,NC,TTQLDA,Không,Thị xã Hoài NhơnTỉnh Bình Định,205185337000,01/QĐ-MBS,2013-04-24T23:59:59,Công Ty TNHH May Vinatex Bồng Sơn,http://localhost:1234/api/download/file/browser/public?fileId=5e13ef08-ec2d-44fe-a41d-39d4e26c5ef3,[]
PR2300011694,01,"Cải tạo, nâng cấp trụ sở HĐND và UBND huyện Thanh Thủy",0,Ban quản lý dự án đầu tư xây dựng Khu vực huyện Thanh Thủy,"[""UBND huyện Thanh Thủy""]",21,NC,BQLDA,Không,Huyện Thanh ThuỷTỉnh Phú Thọ,1196451000,4826/QD-UBND,2022-11-10T23:59:59,UBND huyện Thanh Thủy,http://localhost:1234/api/download/file/browser/public?fileId=413679eb-65df-4bd3-b261-6087e491f749,"[['PL2300038367', 'Cải tạo, nâng cấp trụ sở HĐND và UBND huyện Thanh Thủy', 1196451000]]"
PR2300011702,01,Cải tạo mạng lưới cấp nước và chống thất thoát thất thu khu vực Ô1C - Xí nghiệp Cầu giấy,0,CÔNG TY TNHH MỘT THÀNH VIÊN NƯỚC SẠCH HÀ NỘI,"[""Ông Trần Quốc Hùng - Thành viên Hội đồng thành viên - Tổng Giám đốc Công ty""]",21,NC,0,Không,,57583553000,587/QĐ- NSHN-CTCN,2023-03-18T23:59:59,Công ty TNHH MTV Nước sạch Hà Nội,http://localhost:1234/api/download/file/browser/public?fileId=2e99c66b-ac09-4449-b2a7-9d010bad6753,"[['PL2200020738', 'Cải tạo mạng lưới cấp nước và chống thất thoát thất thu khu vực Ô1C - Xí nghiệp Cầu Giấy', 57583553000], ['PL2300038408', 'Cải tạo mạng lưới cấp nước và chống thất thoát thất thu khu vực Ô1C - Xí nghiệp Cầu giấy', 57583553000]]"
PR2300011704,01,"Bổ sung tuyến điện chiếu sáng đoạn từ Quốc lộ 18 qua chùa Tế đến đường Nguyễn Văn Đài (đoạn từ Quốc lộ 18 đến khu dân cư Vĩnh Hòa, phường Mạo Khê)","Để đảm bảo an toàn giao thông vào ban đêm, đồng thời đảm bảo an ninh, mỹ quan, đảm bảo các tiêu chí phát triển đô thị, tiến tới thành lập thành phố Đông Triều trong năm 2023",Ban quản lý dự án đầu tư xây dựng thị xã Đông Triều,"[""Chủ tịch UBND thị xã Đông Triều""]",21,NC,TTQLDA,Không,Thị xã Đông TriềuTỉnh Quảng Ninh,656899000,2000/QĐ-UBND,2022-11-07T23:59:59,UBND thị xã Đông Triều,http://localhost:1234/api/download/file/browser/public?fileId=1a0b9a8f-36ec-4593-95b7-319b4ef8fe4e,"[['PL2300038427', 'Bổ sung tuyến điện chiếu sáng đoạn từ Quốc lộ 18 qua chùa Tế đến đường Nguyễn Văn Đài (đoạn từ Quốc lộ 18 đến khu dân cư Vĩnh Hòa, phường Mạo Khê)', 656899000]]"
PR2300011701,01,"Xây dựng hệ thống thoát nước hẻm tổ 69 (Phùng Cường), phường Chánh Nghĩa, thành phố Thủ Dầu Một, tỉnh Bình Dương",0,ỦY BAN NHÂN DÂN PHƯỜNG CHÁNH NGHĨA,"[""Chủ tịch Ủy ban nhân dân phường Chánh Nghĩa""]",21,NC,0,Không,,1861978901,550/QĐ-UBND,2022-11-01T23:59:59,Ủy ban nhân dân phường Chánh Nghĩa,http://localhost:1234/api/download/file/browser/public?fileId=cc8ae00e-5c7c-4cc4-90a5-e0fd5a1e8bab,"[['PL2300038407', 'Xây dựng hệ thống thoát nước hẻm tổ 69 (Phùng Cường), phường Chánh Nghĩa, thành phố Thủ Dầu Một, tỉnh Bình Dương', 1861978901]]"
PR2300011693,01,"Xây dựng hạ tầng kỹ thuật khu đấu giá
quyền sử dụng đất xã Mễ Sở, huyện Văn Giang, tỉnh Hưng Yên",0,Ban quản lý dự án đầu tư xây dựng huyện Văn Giang,"[""UBND huyện Văn Giang""]",20231,NC,BQLDA,Không,Huyện Văn GiangTỉnh Hưng Yên,75000000000,Số 5298/QĐ-UBND,2022-12-02T23:59:59,UBND huyện Văn Giang,http://localhost:1234/api/download/file/browser/public?fileId=dc2ffef9-62d6-4be3-a78b-d2c8581ac7c3,"[['PL2300038356', 'Xây dựng hạ tầng kỹ thuật khu đấu giá\nquyền sử dụng đất xã Mễ Sở, huyện Văn Giang, tỉnh Hưng Yên', 75000000000]]"
PR2300011696,01,Hệ thống Điện chiếu sáng công cộng tuyến đường từ Đường Chánh Lộc - Diêm Trường đến cầu Xuân Bình - Xuân Hải,"Tạo mỹ quan trên tuyến đường Chánh Lộc - Diêm Trường đến cầu Xuân Bình - Xuân Hải, tạo điều kiện thúc đẩy phát triển kinh tế - xã hội, đảm bảo an ninh quốc phòng, an toàn giao thông, nhu cầu ánh sáng của người dân khi tham gia giao thông trên địa bàn xã vào ban đêm và từng bước phấn đấu đạt chuẩn nông thôn mới nâng cao",UBND xã Xuân Bình,"[""Chủ tịch UBND xã Xuân Bình""]",753,NC,TTQLDA,Không,Thị xã Sông CầuTỉnh Phú Yên,2985525261,Quyết định số 34/QĐ-UBND,2023-02-21T23:59:59,UBND xã Xuân Bình,http://localhost:1234/api/download/file/browser/public?fileId=f080fbbd-2749-4a93-869a-3c51bd27b95f,"[['PL2300038386', 'Hệ thống Điện chiếu sáng công cộng tuyến đường từ Đường Chánh Lộc - Diêm Trường đến cầu Xuân Bình – Xuân Hải', 2985525261]]"
PR2300009912,01,"Dự án ĐTXD Hệ thống cung cấp nước sạch công suất 20.000m3/ngày.đêm tại KCN Yên Phong I mở rộng, tỉnh Bắc Ninh - Giai đoạn I công suất 10.000m3/ngày.đêm","Xây dựng Hệ thống cung cấp nước sạch phục vụ nhu cầu sản xuất và sinh hoạt cho các Doanh nghiệp trong Khu công nghiệp Yên Phong I mở rộng, Khu công nghiệp Yên Phong I và cấp nước cho Khu nhà ở công nhân và dân cư xung quanh KCN theo chủ trương của UBND tỉnh Bắc Ninh.",BAN QUẢN LÝ CÁC DỰ ÁN ĐẦU TƯ XÂY DỰNG - CHI NHÁNH TỔNG CÔNG TY VIGLACERA -CTCP,"[""Tổng công ty Viglacera - CTCP""]",51,NB,TTQLDA,Không,Huyện Yên PhongTỉnh Bắc Ninh,49302722000,398/TCT-HĐQT,2016-10-31T23:59:59,Tổng công ty Viglacera - CTCP,http://localhost:1234/api/download/file/browser/public?fileId=93719802-9ce3-4aa5-801c-66abafe366e9,"[['PL2300038396', 'Kế hoạch lựa chọn nhà thầu của đợt 1 công suất 10.000m3/ngày.đêm” - Dự án ĐTXD Hệ thống cung cấp nước sạch công suất 20.000m3/ngày.đêm tại KCN Yên Phong I mở rộng, tỉnh Bắc Ninh', 49302722000]]"
PR2300011692,01,Sửa chữa mái hạ lưu hồ chứa nước Hoa Sơn (phần còn lại),0,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN KHAI THÁC CÔNG TRÌNH THỦY LỢI KHÁNH HÒA,"[""UBND tỉnh Khánh Hòa""]",21,NC,TVQLDA,Không,Huyện Vạn NinhTỉnh Khánh Hoà,14973076000,1961/QĐ-UBND,2022-07-11T23:59:59,Ủy ban nhân dân tỉnh Khánh Hòa,http://localhost:1234/api/download/file/browser/public?fileId=7b771b00-bb6c-46e1-968f-390b79d69ade,"[['PL2300038344', 'Kế hoạch lựa chọn nhà thầu sau khi dự án đầu tư được phê duyệt', 14973076000]]"
PR2300011695,01,Xây dựng tuyến cáp quang trục 24FO Hoài Mỹ - Mỹ An – Năm 2021,0,Viễn thông Bình Định,"[""Phạm Quốc Trung - Giám đốc VNPT Bình Định""]",11,NC,TTQLDA,Không,Tỉnh Bình Định,2752481801,504/QĐ-VNPT-BĐ-KTĐT,2023-03-24T23:59:59,VNPT Bình Định,http://localhost:1234/api/download/file/browser/public?fileId=0266436e-d22b-4665-8ae4-1590d3ddba8c,"[['PL2300038369', 'Kế hoạch lựa chọn nhà thầu Công trình: “Xây dựng tuyến cáp quang trục 24FO Hoài Mỹ - Mỹ An – Năm 2021”', 2752481801]]"
